"Ht"	"Sun"	"Tr"	"Sp"
"89"	32.2980304738021	5.88768529240042	1	"C"
"90"	21.2990146444232	4.90243735560216	0	"B"
"91"	38.0839635712354	6.98787943227217	1	"C"
"92"	29.0181642403173	4.2157255015336	1	"A"
"93"	39.6789034258295	7.77408492797986	1	"C"
"94"	25.8371656421562	5.85691992938519	1	"B"
"95"	24.2653503807422	2.59233538736589	0	"A"
"96"	29.1577781597831	7.51144712651148	0	"C"
"97"	19.7973614122545	3.37944370578043	1	"B"
"98"	24.4886958581553	4.21448229206726	1	"B"
"99"	22.0652092718894	3.44057026389055	0	"A"
"100"	24.3197794347549	5.72724330308847	0	"A"
"101"	16.5520531928166	2.78356691962108	0	"C"
"102"	28.4849463149444	3.18435764592141	1	"A"
"103"	25.2708173400699	2.16423783451319	1	"A"
"104"	19.3274461617056	7.96707510016859	0	"B"
"105"	13.6729408616058	2.92047187755816	1	"B"
"106"	31.1016353155742	4.85140568274073	1	"C"
"107"	16.8257029390595	1.95676905033179	0	"C"
"108"	15.3022688249547	1.84722448606044	0	"B"
"109"	25.1449287924407	4.52553836861625	0	"A"
"110"	15.2610467551548	3.02207427099347	1	"B"
"111"	20.4500331434743	3.46266685216688	1	"B"
"112"	27.6832721517014	5.51944500464015	0	"A"
"113"	20.698365260049	2.75543875456788	0	"A"
"114"	17.5898869161145	4.10557534219697	0	"C"
"115"	22.5515424226653	2.6552159958519	0	"A"
"116"	25.8692886229167	2.25492311269045	1	"C"
"117"	22.0767917708943	4.43086906266399	0	"B"
"118"	29.9998550291877	5.68781725247391	1	"C"
"119"	10.4834540322677	1.41272114776075	0	"B"
"120"	34.7207328662521	7.2391132733319	1	"C"
"121"	31.9007612433416	4.05401553609408	1	"A"
"122"	31.4641733437377	3.68719116435386	1	"A"
"123"	24.6670099761429	2.97318280045874	1	"C"
"124"	13.9942135470613	1.18069291207939	0	"B"
"125"	16.7230028384444	6.18203743104823	0	"B"
"126"	21.7887344012245	7.15429561911151	0	"C"
"127"	24.0410961043671	5.72409520717338	0	"C"
"128"	33.0616510459854	4.82571727829054	1	"C"
"129"	21.6411700396858	2.53102611238137	1	"B"
"130"	25.0949671688848	6.13992088264786	0	"C"
"131"	22.2191405834492	6.91275102202781	0	"C"
"132"	29.942430561845	5.52004618616775	0	"A"
"133"	30.5310962194504	3.86492257798091	1	"C"
"134"	19.624567348217	2.23568372777663	0	"C"
"135"	13.8604886747413	1.01371557847597	0	"B"
"136"	39.0029264216671	5.56654746038839	1	"C"
"137"	41.0478179167706	6.90299187530763	1	"C"
"138"	36.4809156850076	7.29213502956554	1	"C"
"139"	24.3521421824774	2.75331973819993	1	"C"
"140"	28.5374941488827	7.54921484086663	0	"C"
"141"	26.932612948541	5.73812215845101	1	"B"
"142"	29.6276993441495	4.47204196965322	1	"C"
"143"	28.7017173545786	5.25144987250678	1	"C"
"144"	25.1005949007519	3.7147406686563	0	"C"
"145"	24.2526911036296	2.20166209316812	1	"A"
"146"	20.808254287879	1.07859764806926	1	"B"
"147"	26.1654415053058	7.48834730265662	0	"B"
"148"	24.4652579268248	4.42239428800531	1	"A"
"149"	30.8475790923641	7.82148723863065	1	"B"
"150"	24.8602748692661	1.8092479435727	1	"A"
"151"	29.0226823139605	7.14271863433532	0	"A"
"152"	20.0887621061718	5.43294677371159	0	"B"
"153"	27.1758162513674	3.21037282329053	1	"A"
"154"	40.8281889511801	7.61295480001718	1	"C"
"155"	37.830136617666	6.89441080740653	1	"C"
"156"	18.5997881576711	2.724842911819	0	"B"
"157"	21.7263453355529	2.27031581918709	0	"A"
"158"	18.6794832340141	2.61564437998459	0	"A"
"159"	26.7998459520282	7.41729698493145	1	"B"
"160"	25.5268990858412	7.61818016297184	0	"C"
"161"	28.1732400434633	7.12349227815866	1	"B"
"162"	19.930318393156	3.79812379274517	0	"B"
"163"	23.90820390708	2.07042907550931	1	"A"
"164"	32.5641003598083	4.32566477102228	1	"C"
"165"	21.3483034953781	3.17401791689917	1	"B"
"166"	12.8503932275202	2.94030872965232	0	"C"
"167"	33.3124011596412	5.48749030730687	1	"C"
"168"	25.4561900765728	6.67709025251679	1	"B"
"169"	33.141743295105	5.06252510799095	1	"A"
"170"	26.7302950778242	7.5052698997315	0	"A"
"171"	17.6796036653757	3.82984837330878	0	"B"
"172"	35.3580688543711	6.68558558402583	1	"C"
"173"	22.7387450780031	1.9649237554986	0	"A"
"174"	28.2307772062508	2.3983758862596	1	"C"
"175"	14.2498623781349	1.20965906744823	1	"B"
"176"	26.1858805224202	5.74202013202012	1	"B"
"177"	23.6082501196952	1.87623348273337	1	"B"
"178"	28.9709675376982	3.19850803120062	0	"A"
"179"	18.0421559416644	2.33664090372622	0	"A"
"180"	27.1496325519741	6.19968953309581	0	"C"
"181"	17.8156376726908	1.01925543206744	1	"B"
"182"	22.681435951092	3.25974673521705	1	"A"
"183"	19.0715159680724	1.44702293281443	0	"C"
"184"	19.8072129409191	1.60803723637946	0	"C"
"185"	30.7220236341206	4.76262977789156	1	"A"
"186"	30.4243151680267	6.11800588993356	1	"A"
"187"	26.0021728556765	6.4604744783137	0	"B"
"188"	26.2364193457436	3.63103374605998	1	"C"
"189"	35.8647066229019	5.31114812474698	1	"C"
"190"	29.0121715521792	3.68252727412619	1	"C"
"191"	21.5988902041819	6.38382377079688	0	"B"
"192"	20.087431075438	2.41587419412099	0	"B"
"193"	24.4796254907815	7.17158885719255	0	"C"
"194"	16.9541608129387	1.18685597088188	1	"C"
"195"	28.830864749818	5.04597024596296	1	"C"
"196"	18.4665678209727	7.42874736897647	0	"B"
"197"	18.0091176064649	4.17510977108032	0	"C"
"198"	27.7914407437009	3.81000854354352	1	"A"
"199"	16.6211622364846	3.81021482427604	0	"C"
"200"	23.0713026943915	7.73998999409378	0	"B"
"201"	23.866489276867	4.42065379931591	1	"C"
"202"	21.1939722765456	1.59417945658788	1	"C"
"203"	39.6461165555277	5.88837109878659	1	"C"
"204"	22.1388922314672	2.27703574323095	0	"C"
"205"	25.7430678909879	7.91135402396321	0	"C"
"206"	20.7376668294348	5.45328987226821	1	"B"
"207"	24.6744281259718	3.79603247670457	0	"A"
"208"	29.8973386530879	3.75452343351208	1	"A"
"209"	24.6475806554998	3.62095344276167	1	"A"
"210"	23.1140064759869	6.55292748752981	0	"B"
"211"	24.9689612627596	7.35580723243766	0	"C"
"212"	23.0216158097198	3.161925930297	1	"A"
"213"	38.2486503425387	6.9718892716337	1	"C"
"214"	24.8931535274424	7.26253594877198	0	"A"
"215"	24.1455226712564	5.9308914875146	0	"A"
"216"	21.6395666913151	2.28591448208317	1	"A"
"217"	28.414148984479	5.11470109480433	1	"A"
"218"	23.3645196408267	7.71682971389964	0	"C"
"219"	25.6516669193048	1.35502272681333	0	"A"
"220"	20.3198092012727	4.13042995962314	0	"A"
"221"	26.9134814871451	2.81373247993179	1	"A"
"222"	27.6531413059308	4.87030071718618	1	"C"
"223"	26.4916192073561	2.00075880647637	1	"C"
"224"	22.4160964356829	4.36856329790317	0	"C"
"225"	28.957676111988	6.22298269369639	1	"B"
"226"	31.1179187345119	6.70469943899661	1	"B"
"227"	24.8121912585098	6.67121364339255	0	"B"
"228"	9.44120444918664	2.35716005810536	0	"B"
"229"	28.7474134331919	5.5508701116778	0	"A"
"230"	16.1875289006316	4.60034151514992	0	"B"
"231"	19.3031550007631	2.59536242391914	1	"B"
"232"	17.5291707622125	2.33339234767482	1	"B"
"233"	23.0353976852573	7.13094598217867	0	"C"
"234"	31.9553472103595	6.10074964864179	0	"A"
"235"	24.6032803303424	1.31690691015683	0	"A"
"236"	23.4207539359602	3.93433417915367	1	"B"
"237"	24.6085671034055	3.00358301168308	1	"A"
"238"	17.5194317900896	7.18764505791478	0	"B"
"239"	27.7346314332351	3.61732427612878	1	"A"
"240"	22.6979017531609	6.74329939694144	0	"C"
"241"	16.536339673993	1.473609050503	0	"C"
"242"	28.4277094045415	2.54591406043619	1	"A"
"243"	20.0890065933626	2.69190507777967	1	"B"
"244"	19.153199378987	1.97991123469546	0	"C"
"245"	23.3115683019847	5.70433665299788	1	"B"
"246"	24.1927654797461	2.47613322804682	1	"A"
"247"	27.0800780609902	2.85570283723064	0	"A"
"248"	26.7131105376946	7.73228551866487	0	"A"
"249"	28.4464912973265	3.29893410112709	1	"C"
"250"	19.1335771263288	2.61806074297056	0	"C"
"251"	24.2038847977137	6.12065434176475	1	"B"
"252"	39.1052044457402	6.56899689789861	1	"C"
"253"	17.4380008892934	1.9134788447991	0	"C"
"254"	19.8708745469481	3.04218344390392	0	"C"
"255"	20.6096186974775	3.04132592841052	0	"C"
"256"	22.4890525121356	2.26298376615159	1	"A"
"257"	40.869768042109	7.2949536992237	1	"C"
"258"	22.8692163304881	2.47052184515633	0	"A"
"259"	34.8987954156265	6.7073553618975	1	"C"
"260"	23.9745641125705	3.30752714816481	1	"C"
"261"	42.4112301276659	6.56036542309448	1	"C"
"262"	29.0068122294521	4.68409010558389	1	"A"
"263"	29.2063027709123	6.09740283596329	1	"A"
"264"	32.4323094443652	5.91541484883055	1	"C"
"265"	33.9517053849505	5.61738373641856	1	"C"
"266"	25.7933514714909	2.04956479161046	1	"A"
"267"	24.6412743047932	5.0893473320175	0	"A"
"268"	25.7965125562688	1.54505151300691	1	"C"
"269"	32.226650672149	6.75352679914795	1	"A"
"270"	25.0309569936762	5.82299593696371	1	"B"
"271"	30.3173999602125	6.5476558606606	1	"B"
"272"	18.810624395814	7.73896903591231	0	"C"
"273"	23.1951131892507	3.92801563441753	0	"C"
"274"	25.0795749351335	3.79824445280246	1	"B"
"275"	23.0705061642418	4.57670274586417	1	"B"
"276"	27.9460574803653	2.05031376308762	0	"A"
"277"	34.181482534791	7.65523825120181	1	"C"
"278"	25.243158928351	5.76117548858747	1	"B"
"279"	18.8877741415056	3.80648389365524	1	"B"
"280"	23.864065071196	4.38781851483509	1	"B"
"281"	25.9274148073744	5.15482491790317	0	"C"
"282"	13.1062101664634	2.29025170044042	0	"C"
"283"	33.3573576223095	7.53744313074276	1	"A"
"284"	21.5189891542826	5.59177119168453	0	"C"
"285"	15.9956883128344	3.23271758505143	1	"B"
"286"	37.1718266937413	7.81838196772151	0	"A"
"287"	19.4383138763925	4.48592016450129	1	"B"
"288"	32.8608403854394	6.39616036158986	1	"A"
"289"	18.2788973797806	1.71014855569229	0	"B"
"290"	26.1414723763266	7.11148062022403	1	"B"
"291"	25.2969751069725	3.92993688909337	1	"B"
"292"	19.7403806138037	5.22246595704928	0	"B"
"293"	23.1946207752608	3.63247022056021	0	"C"
"294"	22.4001303723365	3.03568832343444	1	"A"
"295"	19.8702876445966	5.30304643744603	0	"C"
"296"	22.6409951804702	1.12700991565362	1	"A"
"297"	24.7208887904	4.50963092432357	1	"B"
"298"	10.1950782617282	3.20555116375908	0	"B"
"299"	24.1319384784343	1.59386368491687	1	"C"
"300"	32.3712482471269	5.07376391929574	1	"C"
"301"	31.0327816481527	6.83309850748628	0	"A"
"302"	28.8251259102342	2.05022830865346	1	"A"
"303"	38.3327444397048	6.6046372235287	1	"C"
"304"	18.6904671299403	4.22140237689018	0	"A"
"305"	21.8695408961442	2.0344504264649	0	"C"
"306"	22.555697311763	3.69764993828721	0	"B"
"307"	26.2124196286263	5.29690952575766	0	"A"
"308"	19.4899281907134	4.90277186851017	0	"B"
"309"	26.3286274703047	7.92055947869085	0	"A"
"310"	19.8078755481907	1.79341206606477	1	"C"
"311"	34.5061600387997	7.87534168339334	1	"A"
"312"	28.5788119560987	4.24810398323461	1	"A"
"313"	15.8023401285304	4.40985393128358	0	"B"
"314"	28.6212075060454	6.0147418435663	1	"A"
"315"	26.3660791720608	7.97271232539788	0	"A"
"316"	25.7235784841705	6.31582649820484	1	"A"
"317"	34.9276876932303	5.31386782065965	1	"A"
"318"	42.1036197566542	7.06455671065487	1	"C"
"319"	24.1402132501675	4.15233459812589	1	"B"
"320"	28.5389657102308	6.6355346487835	0	"A"
"321"	19.3003899429721	3.92671569762751	1	"B"
"322"	24.1638991462334	2.56120865698904	1	"C"
"323"	24.7417637099008	3.13540707179345	0	"A"
"324"	25.2591101561949	4.21860472694971	1	"A"
"325"	13.497083046698	1.4834740194492	0	"C"
"326"	29.8258981788958	7.15871202200651	1	"B"
"327"	21.6982168184775	3.73381207347848	0	"A"
"328"	24.9860426153112	3.76803165720776	1	"C"
"329"	20.4354938489969	3.74566833185963	1	"B"
"330"	26.4003157139603	5.86123651755042	0	"A"
"331"	21.9360425685145	2.57352523203008	0	"A"
"332"	22.1140917490625	3.16204948327504	1	"B"
"333"	26.5893224399132	3.60940127680078	1	"C"
"334"	21.6537874526722	4.88693836075254	0	"B"
"335"	18.5973952712236	3.2004242350813	0	"B"
"336"	29.0695442291329	3.60040045506321	1	"C"
"337"	19.4798411357146	1.99482097500004	0	"C"
"338"	28.3187678982078	7.88626041542739	0	"A"
"339"	12.4448864890997	1.5186994986143	0	"B"
"340"	21.6083477243806	2.10237571015023	1	"A"
"341"	19.9048971273285	1.66989841382019	0	"C"
"342"	43.6229742101934	7.61168109998107	1	"C"
"343"	21.3338240328635	1.11836500791833	1	"A"
"344"	28.0704033698649	6.85312221781351	1	"B"
"345"	17.4867540229788	1.31038722838275	1	"C"
"346"	40.7793106080692	7.61294587189332	1	"C"
"347"	32.83019694926	3.84897931688465	1	"C"
"348"	21.3685454992647	6.13337799394503	0	"C"
"349"	25.9431960860109	1.65805338323116	1	"A"
"350"	20.5413251941475	2.31156624667346	0	"C"
"351"	25.0055008917905	3.63810505485162	1	"A"
"352"	27.8276940771749	3.42712999042124	1	"C"
"353"	19.2544910373873	5.25538380630314	0	"B"
"354"	23.6071112736845	2.90895258658566	0	"A"
"355"	20.4246235986486	3.92078169458546	1	"B"
"356"	22.325448674573	4.71545214857906	1	"A"
"357"	34.4444823459223	5.50383152836002	0	"A"
"358"	31.3872804348548	6.23906591511331	0	"A"
"359"	33.6123388438966	6.85942447255366	1	"A"
"360"	14.6932298080707	4.24488777900115	0	"B"
"361"	27.4733481539517	7.33416221034713	0	"A"
"362"	21.407101506706	3.53507039998658	0	"C"
"363"	38.6454866355305	6.13373912172392	1	"C"
"364"	27.1055412976861	2.97052110475488	0	"A"
"365"	24.3288739922241	4.19952980824746	1	"A"
"366"	27.6330380232629	3.84389271144755	1	"A"
"367"	19.0333475239348	6.15085846511647	0	"B"
"368"	29.9544547667452	5.73095293692313	1	"A"
"369"	28.1120918726188	5.03085292759351	1	"B"
"370"	14.6299057903354	2.8163264747709	0	"C"
"371"	23.9769253022423	5.20125020202249	0	"A"
"372"	29.1122097949437	4.0330727994442	0	"A"
"373"	22.6673060646208	5.6822753387969	1	"B"
"374"	26.5469756430294	3.84760304936208	0	"A"
"375"	19.3433362731757	2.5359915769659	1	"C"
"376"	17.6410714725654	3.82867609173991	0	"B"
"377"	26.1862497251862	3.95176970981993	0	"A"
"378"	23.7411794834167	7.26646673702635	0	"C"
"379"	22.8333855884767	7.24847011989914	0	"A"
"380"	26.9222487200384	2.83991034375504	1	"C"
"381"	26.7113561864305	2.79999149590731	1	"A"
"382"	24.2912592486088	3.56330635771155	0	"A"
"383"	30.456424453185	7.84038458089344	0	"A"
"384"	31.9523288054416	5.04186307755299	1	"A"
"385"	27.4662256370446	7.89876948785968	1	"A"
"386"	27.1414766637661	6.53492121375166	1	"B"
"387"	22.2574544484993	1.1359818961937	1	"A"
"388"	30.4717482219275	3.21791081968695	1	"A"
"389"	21.2304023183708	3.32776786503382	0	"A"
"390"	19.9469427312547	1.13199673569761	1	"B"
"391"	28.6720059133962	6.13319598766975	1	"B"
"392"	16.933467114151	2.3278756684158	1	"B"
"393"	35.9036028717073	6.25826521147974	1	"B"
"394"	23.1505330231719	4.09228839352727	0	"A"
"395"	28.105332322968	7.08200263953768	1	"B"
"396"	18.5809904695804	3.64383901772089	1	"B"
"397"	22.0346103332805	7.57034509419464	0	"C"
"398"	29.9591599101018	7.32711068098433	1	"B"
"399"	22.941226591893	5.54314864543267	0	"C"
"400"	25.5838936363101	4.0527424570173	0	"A"
